"Jul 7, 2019",False,False,1,00:00,mobile,Direct,1,11:01 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Direct,1,10:59 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Social,1,11:01 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jun 19, 2019",False,False,1,28:37,mobile,Direct,2,6:30 PM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,6:02 PM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jun 19, 2019",False,False,1,00:00,mobile,Direct,1,7:06 PM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,mobile,Direct,1,11:02 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Direct,1,11:02 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Organic Search,1,11:01 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Social,1,11:01 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Referral,1,11:01 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Social,1,11:01 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Social,1,11:01 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Direct,1,11:02 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Referral,1,11:02 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Social,1,11:02 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Social,1,11:02 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jun 19, 2019",False,False,1,02:55,mobile,Direct,4,6:50 PM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,6:48 PM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,6:48 PM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,6:47 PM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Referral,1,11:01 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Social,1,11:02 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,mobile,Direct,1,11:03 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Organic Search,1,11:01 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Referral,1,11:01 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,mobile,Organic Search,1,11:01 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Direct,1,11:02 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jun 19, 2019",False,False,1,00:10,mobile,Direct,2,6:03 PM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,6:03 PM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jun 19, 2019",False,False,1,00:00,mobile,Direct,1,7:25 PM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Social,1,11:02 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Social,1,11:02 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Social,1,11:02 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Social,1,11:01 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Social,1,11:01 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jun 19, 2019",False,False,1,00:00,mobile,Direct,1,7:06 PM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Direct,1,11:00 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,mobile,Organic Search,1,11:02 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,mobile,Referral,1,11:01 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jun 19, 2019",False,False,1,05:18,mobile,Direct,4,6:46 PM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,6:46 PM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,6:46 PM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,6:41 PM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Organic Search,1,11:02 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Direct,1,11:01 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jun 19, 2019",False,False,1,00:00,mobile,Direct,1,7:47 PM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Social,1,11:01 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
,,,,,,,,,,,,,,
"Jul 7, 2019",False,False,1,00:00,desktop,Organic Search,1,11:02 AM,PAGEVIEW,SMART BUY SOLUTIONS,/,SMART BUY SOLUTIONS,,
